0,1,2,3,4,5,6,7,8,9,10,11
0.0,34055.13671875,13124.5849609375,4238.29248046875,15331.1044921875,16884.974609375,16886.181640625,2228.0439453125,48974.51953125,0.0,1729382874049.938,0.0
1.0,34055.3359375,13121.43359375,4236.0126953125,15328.958984375,16883.767578125,16879.41015625,2222.210205078125,48956.6171875,0.0,1729382874054.095,0.0
2.0,34127.62109375,13128.072265625,4238.89599609375,15330.9033203125,16884.841796875,16877.197265625,2223.081787109375,49158.38671875,0.0,1729382874057.844,0.0
3.0,34149.81640625,13131.0224609375,4241.4443359375,15334.5908203125,16888.931640625,16882.830078125,2225.36181640625,49241.0,0.0,1729382874061.496,0.0
4.0,34066.9375,13123.04296875,4236.8173828125,15335.462890625,16889.53515625,16881.01953125,2220.53369140625,49022.80078125,0.0,1729382874065.644,0.0
5.0,34031.66796875,13117.8125,4234.53759765625,15334.0546875,16885.712890625,16875.38671875,2216.2421875,48915.84765625,0.0,1729382874069.712,0.0
6.0,34093.55859375,13121.634765625,4236.88427734375,15331.439453125,16881.689453125,16874.6484375,2214.36474609375,49084.89453125,0.0,1729382874073.3,0.0
7.0,34146.66796875,13126.462890625,4237.4208984375,15329.6962890625,16882.091796875,16875.587890625,2215.57177734375,49238.5859375,0.0,1729382874077.365,0.0
8.0,34083.8359375,13119.421875,4233.0625,15327.0810546875,16881.421875,16876.927734375,2215.03515625,49080.53515625,0.0,1729382874080.99,0.0
9.0,34023.28515625,13114.125,4231.3857421875,15325.404296875,16880.416015625,16875.587890625,2212.95654296875,48908.0703125,0.0,1729382874085.207,0.0
10.0,34063.25,13120.427734375,4232.458984375,15323.728515625,16878.001953125,16877.93359375,2214.699951171875,49024.140625,0.0,1729382874088.826,0.0
11.0,34128.16015625,13124.7197265625,4232.52587890625,15321.716796875,16875.7890625,16881.421875,2217.180908203125,49227.453125,0.0,1729382874092.936,0.0
12.0,34098.38671875,13122.3056640625,4231.3857421875,15322.521484375,16877.80078125,16879.140625,2217.583251953125,49158.65625,0.0,1729382874096.583,0.0
13.0,34022.2109375,13118.7509765625,4231.453125,15324.8681640625,16877.732421875,16876.861328125,2216.17529296875,48937.9765625,0.0,1729382874100.697,0.0
14.0,34044.00390625,13122.3056640625,4234.4033203125,15326.544921875,16880.080078125,16877.0625,2218.052734375,48981.2265625,0.0,1729382874104.801,0.0
15.0,34123.0625,13127.736328125,4232.458984375,15329.5625,16883.03125,16882.091796875,2223.35009765625,49196.33984375,0.0,1729382874108.447,0.0
16.0,34128.359375,13125.5908203125,4228.033203125,15331.439453125,16886.31640625,16886.181640625,2225.16064453125,49215.921875,0.0,1729382874112.551,0.0
17.0,34038.3046875,13116.203125,4225.14990234375,15331.373046875,16884.974609375,16887.859375,2218.723388671875,48980.82421875,0.0,1729382874116.211,0.0
18.0,34028.58203125,13115.599609375,4226.423828125,15330.7021484375,16883.767578125,16887.791015625,2216.37646484375,48945.15234375,0.0,1729382874120.316,0.0
19.0,34099.4609375,13123.04296875,4232.3916015625,15332.9150390625,16886.048828125,16885.109375,2220.466796875,49143.09765625,0.0,1729382874123.973,0.0
20.0,34130.10546875,13127.669921875,4236.95166015625,15333.1162109375,16888.73046875,16891.61328125,2225.8310546875,49250.5859375,0.0,1729382874128.086,0.0
21.0,34055.203125,13121.9697265625,4234.4033203125,15333.048828125,16889.1328125,16884.572265625,2224.624267578125,49052.7734375,0.0,1729382874131.732,0.0
22.0,34022.6796875,13120.62890625,4230.91650390625,15332.5126953125,16890.943359375,16884.23828125,2225.6298828125,48934.5546875,0.0,1729382874135.86,0.0
23.0,34081.69140625,13123.9150390625,4229.44140625,15330.9033203125,16888.462890625,16883.03125,2223.14892578125,49088.91796875,0.0,1729382874139.959,0.0
24.0,34137.4140625,13129.6142578125,4231.5869140625,15332.37890625,16887.9921875,16888.796875,2225.0263671875,49259.37109375,0.0,1729382874143.608,0.0
25.0,34086.25,13125.5908203125,4230.1787109375,15334.255859375,16892.484375,16890.205078125,2227.37353515625,49132.97265625,0.0,1729382874147.713,0.0
26.0,34023.21875,13119.623046875,4225.41796875,15336.5361328125,16896.84375,16887.9921875,2226.97119140625,48949.44140625,0.0,1729382874151.44,0.0
27.0,34058.5546875,13122.640625,4228.90478515625,15336.06640625,16898.921875,16891.748046875,2231.12841796875,49049.421875,0.0,1729382874155.31,0.0
28.0,34121.85546875,13128.138671875,4233.3974609375,15334.7255859375,16898.1171875,16895.63671875,2231.8662109375,49254.609375,0.0,1729382874159.534,0.0
29.0,34098.3203125,13124.7861328125,4231.11767578125,15336.8037109375,16897.984375,16899.66015625,2229.921630859375,49212.3671875,0.0,1729382874163.16,0.0
30.0,34022.75,13117.1416015625,4227.29541015625,15338.9501953125,16900.197265625,16892.8203125,2226.97119140625,48983.57421875,0.0,1729382874167.244,0.0
31.0,34034.8203125,13115.8681640625,4225.75341796875,15337.7431640625,16899.861328125,16885.578125,2222.813720703125,49004.6953125,0.0,1729382874170.811,0.0
0.0,34105.8984375,13122.439453125,4226.22265625,15337.2734375,16900.80078125,16891.078125,2223.417236328125,49218.87109375,0.0,1729382874175.074,0.0
1.0,34113.80859375,13120.1591796875,4224.68017578125,15334.9267578125,16898.7890625,16891.748046875,2221.0703125,49261.3828125,0.0,1729382874178.7,0.0
2.0,34024.22265625,13109.162109375,4221.998046875,15332.1103515625,16896.173828125,16886.78515625,2215.97412109375,49028.8359375,0.0,1729382874182.918,0.0
