CP3,C3,F5,PO3,PO4,F6,C4,CP4
-9957.5,1649.089111328125,-1080.997314453125,417.7540588378906,10501.5859375,-13445.17578125,1606.2408447265625,-8834.2578125
-10029.115234375,20208.5,24521.291015625,352.6434326171875,10881.990234375,22286.408203125,21670.974609375,-8792.4150390625
-8769.4150390625,7890.3212890625,10529.1455078125,1377.58251953125,9154.78125,9136.140625,7881.47021484375,-7701.6279296875
-8490.2646484375,-12678.265625,-17452.1953125,1606.911376953125,8463.2412109375,-28510.474609375,-14406.0771484375,-7565.103515625
-9680.025390625,-4806.58544921875,-9478.5244140625,633.2025146484375,10005.2431640625,-23697.25,-5453.26611328125,-8618.138671875
-10261.259765625,18634.244140625,21722.607421875,157.84800720214844,11114.5380859375,17032.294921875,20073.517578125,-9016.8486328125
-9116.626953125,14549.240234375,18919.900390625,1088.2392578125,9596.7431640625,18769.62890625,15169.4345703125,-7985.673828125
-8371.4423828125,-9259.7900390625,-12423.58984375,1700.3863525390625,8274.48046875,-21003.10546875,-10754.3173828125,-7432.736328125
-9326.7109375,-9835.056640625,-15773.802734375,934.4816284179688,9419.1806640625,-30860.55859375,-11027.298828125,-8318.3349609375
-10328.9853515625,14156.0283203125,15215.6357421875,120.1629638671875,11019.453125,7469.28173828125,15243.798828125,-9105.8984375
-9519.6962890625,19343.689453125,24593.2421875,766.5753173828125,10050.8408203125,24549.25390625,20474.5078125,-8329.8681640625
-8398.6669921875,-3472.5888671875,-4455.61865234375,1694.5526123046875,8281.521484375,-10173.88671875,-4523.076171875,-7413.9609375
-8975.4091796875,-13127.8037109375,-19491.544921875,1236.0960693359375,8707.322265625,-34246.4453125,-14718.755859375,-8000.42578125
-10216.9365234375,7554.57568359375,6227.0166015625,230.73703002929688,10516.6728515625,-4699.3642578125,8066.34130859375,-9028.248046875
-9883.7392578125,21664.203125,26836.373046875,490.2407531738281,10187.2978515625,25734.3203125,23094.2890625,-8644.0224609375
-8588.1650390625,3490.760986328125,4789.1513671875,1544.013671875,8288.427734375,1603.9609375,3007.091552734375,-7554.37451171875
-8664.943359375,-13914.697265625,-19810.9296875,1488.5589599609375,8147.8134765625,-33116.36328125,-15709.36328125,-7722.14697265625
-9968.83203125,-1.5422701835632324,-3690.920654296875,427.87939453125,10035.2841796875,-17344.90625,-189.0286865234375,-8844.986328125
-10198.5634765625,21236.390625,25440.8203125,233.28512573242188,10713.3466796875,22209.62890625,22788.115234375,-8934.0361328125
-8910.8349609375,10578.1630859375,13876.2744140625,1272.03759765625,8948.251953125,12605.2421875,10757.3349609375,-7804.22216796875
-8465.8564453125,-11976.3984375,-16597.978515625,1644.26123046875,8092.29150390625,-27510.61328125,-13694.2197265625,-7527.75390625
-9631.7451171875,-6465.73291015625,-11891.640625,689.9312133789062,9638.3837890625,-27048.46875,-7279.71630859375,-8566.908203125
-10379.880859375,17967.447265625,20419.12109375,74.02896881103516,10970.1005859375,14495.2607421875,19328.869140625,-9115.353515625
-9299.3525390625,16439.52734375,21147.072265625,947.356201171875,9529.7548828125,20882.271484375,17223.73828125,-8126.69091796875
