2.979269188991013465e-09,6.830309660831063291e-09,6.717514436940178085e-09,5.484777404713666547e-09,5.658793932472923018e-09,4.982961297949390235e-09,4.421890522756131224e-09,3.013757541130704141e-09
1.876432261825453649e-09,1.186962695986368331e-09,9.394298007751828707e-10,7.522459162815092158e-10,3.104559819824128481e-10,2.696029279326790934e-10,2.208296481906212440e-10,2.356878493279306178e-10
1.594680617852889858e-10,2.239635259085689104e-10,2.869925658373138432e-10,3.530242607567919268e-10,2.854282591643451488e-10,2.373857450949841906e-08,5.036997585592134277e-08,4.654017650800825003e-08
2.867375306987431527e-08,2.801875612738080751e-08,1.998378435227286275e-08,4.630167909718172475e-09,4.601398182836016039e-09,1.959732323384725262e-09,1.784820983697888250e-09,1.664591029807177763e-09
1.501359377146952327e-09,1.514694348004344271e-09,1.551630582890622816e-09,8.744030777773969918e-10,7.617170320405045789e-10,7.612985525042676948e-10,8.814107620055551612e-10,7.630204212943718370e-10
4.698822918574530914e-10,3.464877148908320273e-10,1.174338902982073087e-08,1.974194673865606933e-08,1.856387715653068330e-08,1.356690131502944486e-08,1.195105204233243590e-08,6.039139468847432807e-09
4.343298083052143238e-09,1.946747108224806581e-09,2.372555174193383963e-09,1.081781627718508468e-09,1.111967522840764822e-09,9.561352868792475990e-10,9.772738106290850128e-10,7.483604705548449550e-10
4.067431337438551955e-10,3.670946404927977732e-10,3.416209220901200945e-10,5.120590099753462154e-10,5.817880053094301921e-10,6.535395904784615663e-10,6.987507674119529806e-10,8.341882497502986695e-09
1.179690476935174809e-08,1.061111800503693875e-08,9.719615135186541145e-09,9.196328828158859929e-09,7.997950948188117082e-09,8.196109504638350337e-09,1.961881328424884106e-09,1.432949130665121198e-09
1.062508965073497195e-09,8.776421219373200821e-10,6.903300726266343164e-10,6.465198195754868578e-10,4.034037662070312489e-10,2.202516636796792641e-10,1.973311138648520411e-10,2.125207951643682389e-10
2.879190362009458087e-10,3.148344506588294119e-10,2.891085163148036350e-10,2.470400905934316186e-10,1.428303170659642270e-07,2.433287905873420164e-07,2.379790506973666053e-07,1.880061937696626101e-07
1.430870826414754638e-07,6.520527563842876884e-08,6.921822962968872836e-08,8.509385821794967566e-09,1.005624874554579774e-08,7.270873326147710580e-09,7.995526842510274764e-09,6.584089564963897478e-09
2.651572672573378199e-09,2.032348719408061285e-09,9.940473402829028368e-10,1.021596877378351992e-09,8.217968061650652092e-10,5.881096242335783193e-10,6.298672258546767805e-10,6.490118584343596123e-10
9.477602083880391716e-10,1.108979727683651618e-08,2.108186436078205317e-08,2.177565593395798139e-08,1.245036483683465655e-08,1.361996202380330995e-08,7.774710833197878700e-09,5.160435405723090811e-09
4.856744683623971822e-09,4.444369242973108344e-09,3.386902652550762354e-09,2.992487786223256848e-09,1.290365290003606166e-09,1.310353610416838729e-09,8.878423591742500732e-10,5.576886061472333914e-10
7.319566697043087564e-10,9.640264754708549268e-10,1.035282066256655437e-09,9.113310373023537904e-10,9.195749905379944015e-10,8.779200749426401190e-10,8.675782476082288864e-09,1.629121188810705505e-08
1.697285635073922373e-08,9.575242659784691476e-09,9.103883356034623400e-09,3.751103889378075324e-09,1.578526079850281176e-09,5.967734196335853884e-10,8.022344673417445570e-10,4.638927465679548834e-10
5.078807403381634243e-10,4.538922574942828865e-10,3.561768788452095557e-10,2.822119526021676236e-10,3.393049801310878737e-10,1.620233696790033287e-10,2.615206018863638570e-10,1.655288510803298470e-10
1.687134074215559397e-10,1.855617918524187041e-10,1.852351868302939634e-10,4.284689169289345976e-08,8.432490082967490315e-08,7.963370024843085309e-08,5.556057048430408981e-08,4.219466543836342998e-08
1.075997624846780833e-08,5.288384567472134167e-09,1.623600342142555905e-09,7.733826614290736544e-10,8.434756110304542030e-10,8.944498821065920647e-10,4.931857805762635927e-10,4.583344912434223972e-10
3.371868455213631598e-10,3.006125698867807201e-10,3.162408598241617618e-10,2.670602108596255425e-10,4.743790704372358462e-10,4.371886757631974771e-10,3.629290631902083621e-10,3.651692397434578606e-10
