0,1,2,3,4,5,6,7,8,9,10,11
10.0,5000.6435546875,4110.2841796875,8456.53515625,7847.20458984375,11638.775390625,9812.99609375,-7613.6513671875,39090.58203125,0.0,1729390811550.5,0.0
11.0,5400.6279296875,4145.75634765625,8473.43359375,7843.3154296875,11639.8486328125,9811.1181640625,-7613.0478515625,45424.68359375,0.0,1729390811554.078,0.0
12.0,5564.44384765625,4139.85546875,8474.3720703125,7844.9921875,11641.994140625,9816.21484375,-7610.4326171875,46875.89453125,0.0,1729390811558.145,0.0
13.0,5154.736328125,4099.01904296875,8449.830078125,7845.66259765625,11632.6064453125,9820.3720703125,-7612.37744140625,40632.3828125,0.0,1729390811561.809,0.0
14.0,4941.56787109375,4101.5,8450.9033203125,7848.3447265625,11629.5888671875,9819.8349609375,-7608.35400390625,38105.7421875,0.0,1729390811565.907,0.0
15.0,5298.435546875,4141.8671875,8471.623046875,7849.41748046875,11637.8369140625,9833.783203125,-7600.57568359375,43712.49609375,0.0,1729390811570.01,0.0
16.0,5609.77294921875,4155.94873046875,8472.9638671875,7847.87548828125,11640.0498046875,9841.896484375,-7599.63671875,47510.4375,0.0,1729390811573.73,0.0
17.0,5311.31005859375,4111.96044921875,8450.9033203125,7844.1875,11631.265625,9822.8525390625,-7604.46484375,42475.52734375,0.0,1729390811577.849,0.0
18.0,4980.12451171875,4092.313232421875,8438.162109375,7843.181640625,11627.64453125,9815.87890625,-7607.54931640625,37889.0859375,0.0,1729390811581.451,0.0
19.0,5188.1298828125,4120.40966796875,8440.8447265625,7839.76171875,11629.5888671875,9826.2060546875,-7611.17041015625,41879.87890625,0.0,1729390811585.523,0.0
20.0,5548.88671875,4144.14697265625,8450.9033203125,7839.29248046875,11637.5009765625,9834.185546875,-7611.57275390625,47363.921875,0.0,1729390811589.172,0.0
21.0,5393.31884765625,4113.63671875,8445.337890625,7840.96875,11635.958984375,9838.8125,-7609.494140625,44363.0,0.0,1729390811593.231,0.0
22.0,4966.17724609375,4084.80322265625,8431.7919921875,7842.5107421875,11632.337890625,9835.9287109375,-7619.01611328125,38399.2421875,0.0,1729390811597.298,0.0
23.0,5025.85595703125,4106.328125,8437.4921875,7843.5166015625,11637.568359375,9824.5966796875,-7621.96630859375,40134.296875,0.0,1729390811600.939,0.0
24.0,5445.48779296875,4135.76513671875,8451.7080078125,7839.69482421875,11645.1455078125,9823.8583984375,-7622.9052734375,46408.65234375,0.0,1729390811605.045,0.0
25.0,5498.39453125,4117.458984375,8450.7021484375,7835.67138671875,11642.6650390625,9821.2431640625,-7622.16748046875,46006.45703125,0.0,1729390811608.738,0.0
26.0,5076.416015625,4085.6748046875,8445.337890625,7840.56640625,11641.390625,9819.6337890625,-7618.6806640625,39557.48828125,0.0,1729390811612.827,0.0
27.0,4992.32861328125,4094.928466796875,8450.634765625,7843.583984375,11647.0234375,9821.9814453125,-7621.36279296875,38776.76171875,0.0,1729390811616.515,0.0
28.0,5383.2607421875,4133.55224609375,8466.6611328125,7840.02978515625,11655.47265625,9828.8876953125,-7622.63671875,44998.8828125,0.0,1729390811620.614,0.0
29.0,5572.1552734375,4132.8818359375,8468.203125,7834.732421875,11652.72265625,9832.84375,-7626.99560546875,47146.125,0.0,1729390811624.711,0.0
30.0,5198.38916015625,4093.58740234375,8452.646484375,7833.3916015625,11641.189453125,9828.8212890625,-7632.76220703125,41153.6015625,0.0,1729390811628.424,0.0
31.0,4938.55029296875,4092.78271484375,8447.9521484375,7837.48193359375,11642.2626953125,9823.1884765625,-7632.35986328125,37988.05859375,0.0,1729390811632.536,0.0
0.0,5237.21435546875,4129.8642578125,8454.1220703125,7831.5810546875,11648.095703125,9819.7685546875,-7633.2314453125,43198.85546875,0.0,1729390811636.348,0.0
1.0,5565.9189453125,4142.80615234375,8458.94921875,7827.89306640625,11658.2216796875,9835.5263671875,-7628.26953125,47557.77734375,0.0,1729390811640.016,0.0
2.0,5331.29296875,4101.298828125,8443.4599609375,7827.42333984375,11650.7109375,9835.59375,-7632.6953125,43018.140625,0.0,1729390811644.16,0.0
3.0,4977.37548828125,4082.255126953125,8431.255859375,7828.22802734375,11641.7255859375,9821.2431640625,-7638.32763671875,37976.59375,0.0,1729390811647.84,0.0
4.0,5139.1796875,4122.95751953125,8447.0810546875,7837.34765625,11659.0927734375,9828.8212890625,-7630.8173828125,41388.296875,0.0,1729390811651.943,0.0
5.0,5515.560546875,4147.36572265625,8459.75390625,7835.0009765625,11660.7021484375,9839.7509765625,-7630.482421875,47173.75390625,0.0,1729390811656.001,0.0
6.0,5424.0302734375,4119.33642578125,8448.4892578125,7831.24560546875,11650.3759765625,9843.0361328125,-7628.00146484375,44850.08984375,0.0,1729390811659.597,0.0
7.0,5005.67236328125,4093.922607421875,8436.3515625,7835.87255859375,11649.1015625,9839.884765625,-7621.96630859375,38663.3046875,0.0,1729390811663.686,0.0
8.0,5039.13330078125,4111.62548828125,8436.083984375,7832.5869140625,11653.4609375,9842.7685546875,-7621.630859375,39728.140625,0.0,1729390811667.297,0.0
9.0,5463.12353515625,4147.56689453125,8451.9091796875,7835.67138671875,11665.798828125,9857.9228515625,-7613.58447265625,46106.16796875,0.0,1729390811671.38,0.0
