CP3,C3,F5,PO3,PO4,F6,C4,CP4
-28848.56640625,-1539.1185302734375,-19883.013671875,-25089.31640625,-14136.3818359375,-13011.7978515625,-27912.54296875,-16636.201171875
-30173.845703125,4239.767578125,5779.69091796875,-26501.833984375,-15530.9287109375,-13384.357421875,3200.1435546875,-17954.640625
-29565.38671875,1987.0474853515625,10839.208984375,-25830.947265625,-14892.8310546875,-13278.87890625,9648.2412109375,-17349.533203125
-28090.171875,-3400.638671875,-7523.39501953125,-24258.76953125,-13355.12109375,-12861.9296875,-12128.546875,-15886.8583984375
-28119.7421875,-3633.253173828125,-23581.712890625,-24324.349609375,-13384.826171875,-12721.7841796875,-31642.220703125,-15913.814453125
-30130.796875,3196.45556640625,-648.4240112304688,-26463.61328125,-15478.291015625,-13372.4208984375,-4084.40087890625,-17906.025390625
-30047.24609375,2537.235595703125,11351.041015625,-26336.744140625,-15375.361328125,-13516.9248046875,10724.142578125,-17822.205078125
-28636.671875,-2010.3826904296875,-706.8291015625,-24834.57421875,-13905.845703125,-13047.5390625,-3678.046142578125,-16422.09375
-27710.4375,-4912.93505859375,-23509.5625,-23888.15625,-12955.337890625,-12591.49609375,-31139.84375,-15514.298828125
-29651.216796875,1781.724365234375,-8153.51318359375,-25977.595703125,-14984.4287109375,-13102.7255859375,-12924.0234375,-17451.255859375
-30146.95703125,3334.58935546875,10856.77734375,-26467.3671875,-15495.0546875,-13426.4677734375,10341.0556640625,-17945.119140625
-29168.822265625,-563.6661987304688,4975.4306640625,-25404.54296875,-14464.9521484375,-13233.5498046875,3330.029541015625,-16972.416015625
-27724.5859375,-5291.39501953125,-19629.412109375,-23891.84375,-12973.509765625,-12680.1435546875,-26185.736328125,-15540.115234375
-29203.958984375,-304.3636779785156,-15670.60546875,-25497.75,-14511.6220703125,-12944.5419921875,-21776.251953125,-16999.03515625
-30335.783203125,3732.36083984375,8345.89453125,-26671.283203125,-15683.2783203125,-13456.3740234375,7516.0859375,-18117.8515625
-29569.87890625,732.0418701171875,8702.2255859375,-25835.775390625,-14882.5048828125,-13314.6201171875,8013.8369140625,-17361.537109375
-27893.23046875,-4550.6357421875,-13184.2646484375,-24062.029296875,-13140.8798828125,-12671.158203125,-18222.7265625,-15689.24609375
-28505.310546875,-2338.28271484375,-21389.208984375,-24759.26953125,-13782.798828125,-12636.1552734375,-28453.341796875,-16289.5244140625
-30208.513671875,3737.524169921875,3791.369384765625,-26558.02734375,-15557.416015625,-13282.3662109375,1752.6224365234375,-17982.802734375
-29764.673828125,1912.0126953125,10649.6435546875,-26053.16796875,-15091.11328125,-13463.8173828125,9544.037109375,-17553.44921875
-28005.4140625,-4242.51708984375,-24041.578125,-24212.3671875,-13259.5673828125,-13330.9814453125,-12113.458984375,-15805.05078125
-29981.59765625,2811.357421875,-2775.28173828125,-26320.248046875,-15318.3642578125,-13906.3154296875,2043.3739013671875,-17755.28515625
-29956.921875,2822.22021484375,11110.9169921875,-26261.978515625,-15296.4365234375,-14125.5859375,8710.2724609375,-17734.900390625
-28676.771484375,-1550.7862548828125,838.123291015625,-24893.044921875,-13961.5009765625,-13859.041015625,1026.011962890625,-16466.88671875
-27529.12109375,-5090.29638671875,-22726.2890625,-23702.078125,-12775.294921875,-13241.1943359375,-12320.861328125,-15326.8125
-29271.685546875,1324.273681640625,-10340.51953125,-25584.787109375,-14591.8203125,-13543.9482421875,-3061.94287109375,-17044.09765625
-29843.666015625,3677.040283203125,10110.51953125,-26162.06640625,-15180.900390625,-13723.58984375,7963.21044921875,-17609.9765625
-28863.5859375,30.979515075683594,6043.41943359375,-25102.7265625,-14156.095703125,-13359.61328125,3893.628662109375,-16636.201171875
-27339.890625,-5021.36328125,-17901.197265625,-23501.783203125,-12579.0234375,-12781.3291015625,-10200.5751953125,-15126.3173828125
-28553.388671875,-743.1060180664062,-17310.708984375,-24830.751953125,-13843.88671875,-12844.8974609375,-7751.71826171875,-16315.9443359375
-29686.353515625,4005.61083984375,7208.302734375,-26021.78515625,-15032.373046875,-13138.9345703125,6377.0859375,-17435.833984375
-28869.5546875,1388.244384765625,9408.1162109375,-25132.701171875,-14182.380859375,-12942.396484375,5930.9677734375,-16627.080078125
-27398.564453125,-4118.46484375,-11063.173828125,-23566.626953125,-12653.9248046875,-12601.62109375,-6717.86083984375,-15170.9091796875
-27797.20703125,-2842.269775390625,-22189.71484375,-24035.744140625,-13075.1650390625,-12534.96875,-11348.2919921875,-15559.29296875
-29229.171875,3861.174072265625,2436.183349609375,-25574.99609375,-14585.181640625,-12727.2158203125,3818.996337890625,-16974.830078125
-28872.37109375,2435.714111328125,11048.0859375,-25162.00390625,-14205.11328125,-12732.37890625,7138.296875,-16621.044921875
-27939.1640625,-2939.16455078125,-4123.15869140625,-24132.70703125,-13212.29296875,-12797.958984375,-2940.57275390625,-15700.310546875
-27689.515625,-4820.2646484375,-24186.283203125,-23884.1328125,-12943.8046875,-12709.71484375,-13391.3974609375,-15453.8154296875
-29253.37890625,2512.156982421875,-4718.7431640625,-25580.62890625,-14590.009765625,-12810.833984375,-318.44525146484375,-17001.248046875
-28740.7421875,-1567.751220703125,1707.02490234375,-24953.193359375,-14028.7578125,-13128.474609375,592.9693603515625,-16501.6875
-28132.1484375,-5902.3349609375,-22673.115234375,-24295.44921875,-13385.630859375,-13199.6201171875,-13252.2587890625,-15913.814453125
-29576.115234375,432.5732727050781,-12828.603515625,-25870.509765625,-14901.34765625,-13260.23828125,-5031.623046875,-17335.25
-29719.14453125,-256.8215026855469,5978.30859375,-25952.98828125,-15048.466796875,-13764.6943359375,3977.112548828125,-17500.609375
-28796.732421875,-5665.36181640625,-17324.455078125,-24931.400390625,-14069.2587890625,-14036.87109375,-10046.080078125,-16595.029296875
-29527.1640625,-1628.0338134765625,-19161.5,-25754.83984375,-14850.318359375,-13960.6962890625,-8734.8818359375,-17310.10546875
-30473.58203125,3753.617431640625,5690.57470703125,-26764.556640625,-15864.7294921875,-14118.0087890625,6246.529296875,-18246.732421875
-30330.21875,950.10546875,8990.294921875,-26546.224609375,-15694.677734375,-14383.6142578125,6225.541015625,-18109.404296875
-29526.29296875,-4704.3935546875,-10137.4755859375,-25633.87109375,-14832.0791015625,-14428.6748046875,-6136.15673828125,-17321.705078125
-29744.9609375,-3905.229248046875,-23169.45703125,-25890.4921875,-15057.8544921875,-14291.078125,-12086.5703125,-17528.16796875
-30964.6953125,3220.863525390625,700.190673828125,-27218.654296875,-16355.7080078125,-14367.990234375,2909.861572265625,-18718.197265625
-30857.943359375,2023.7266845703125,10706.439453125,-27065.5,-16247.0791015625,-14585.115234375,6931.96826171875,-18619.158203125
-30051.873046875,-3013.595947265625,-2834.82666015625,-26161.73046875,-15390.11328125,-14688.3798828125,-2332.650146484375,-17827.234375
-29604.412109375,-5149.70703125,-23694.3671875,-25692.6796875,-14914.2216796875,-14519.4013671875,-13308.1826171875,-17382.0546875
-30725.509765625,2365.305908203125,-5717.39697265625,-26950.09765625,-16125.5751953125,-14348.4775390625,-891.6333618164062,-18483.169921875
-30957.7890625,3181.301025390625,10979.689453125,-27161.9921875,-16368.3818359375,-14572.240234375,7467.9404296875,-18708.609375
-30435.29296875,-1262.64990234375,3256.134765625,-26558.630859375,-15806.056640625,-14778.5693359375,1457.9818115234375,-18203.4140625
-29805.109375,-5822.47216796875,-20921.365234375,-25866.28515625,-15130.810546875,-14831.4755859375,-11998.6611328125,-17586.775390625
-30767.015625,283.7106628417969,-13527.654296875,-26964.1796875,-16166.27734375,-14666.7880859375,-5279.66015625,-18534.466796875
-31072.85546875,3990.05419921875,9187.9736328125,-27302.00390625,-16518.65234375,-14540.5234375,7186.7109375,-18841.9140625
-30265.7109375,731.4384155273438,7967.904296875,-26416.138671875,-15671.07421875,-14370.8740234375,4800.6845703125,-18041.208984375
-29416.92578125,-4921.58544921875,-14619.3134765625,-25474.01171875,-14754.294921875,-14542.8701171875,-8324.4365234375,-17200.73828125
-30133.61328125,-1813.910888671875,-19527.419921875,-26281.087890625,-15499.94921875,-14553.1962890625,-8809.3798828125,-17904.416015625
-31058.908203125,4056.774169921875,5418.12939453125,-27291.07421875,-16494.4453125,-14549.77734375,5339.54052734375,-18817.841796875
-30735.03125,1654.05126953125,10244.9658203125,-26898.599609375,-16138.1806640625,-14713.5927734375,6010.15966796875,-18493.09375
-29620.974609375,-3719.620361328125,-7498.04833984375,-25685.302734375,-14967.798828125,-14659.61328125,-4858.35205078125,-17396.875
-29409.1484375,-3591.276611328125,-22767.193359375,-25501.37109375,-14750.6748046875,-14342.5087890625,-11533.2978515625,-17181.359375
-30263.69921875,3931.1796875,233.4192352294922,-26479.169921875,-15687.369140625,-13889.88671875,2396.822021484375,-18008.619140625
-29999.501953125,3198.7353515625,11892.84765625,-26181.109375,-15428.736328125,-13847.171875,7131.1220703125,-17747.103515625
-29265.650390625,-1874.4617919921875,-267.14801025390625,-25366.1875,-14652.37109375,-14006.763671875,-803.6568603515625,-17030.8203125
-28952.3671875,-5123.1533203125,-22780.203125,-25027.759765625,-14301.1357421875,-14166.2880859375,-11970.296875,-16718.07421875
-29859.625,2295.70263671875,-7250.94970703125,-26075.900390625,-15282.82421875,-13758.8603515625,-1261.04052734375,-17599.046875
