0,1,2,3,4,5,6,7,8,9,10,11
18.0,22694.23828125,207.06654357910156,1666.8587646484375,1244.0755615234375,21087.59375,-1067.6533203125,-297.3228759765625,4673.3466796875,0.0,1727918606981.225,0.0
19.0,22609.8828125,-3031.8349609375,-3108.948486328125,1249.4400634765625,21092.2890625,-4725.04638671875,-2511.6875,4639.55126953125,0.0,1727918606985.453,0.0
20.0,22639.654296875,-1321.5244140625,-2911.60498046875,1249.2388916015625,21104.0234375,-3358.729248046875,-854.4176635742188,4674.5537109375,0.0,1727918606989.075,0.0
21.0,22719.78515625,2110.49609375,1609.9959716796875,1238.0406494140625,21096.244140625,376.9844665527344,1614.9580078125,4707.27685546875,0.0,1727918606993.131,0.0
22.0,22703.15625,1317.5010986328125,2721.369384765625,1233.6820068359375,21070.361328125,61.22142028808594,623.2112426757812,4673.48095703125,0.0,1727918606997.186,0.0
23.0,22607.19921875,-2646.73681640625,-2154.216064453125,1247.294189453125,21076.6640625,-4175.796875,-2322.927001953125,4631.4375,0.0,1727918607000.794,0.0
24.0,22615.380859375,-2143.956787109375,-3560.095947265625,1250.512939453125,21094.30078125,-4192.89599609375,-1549.3780517578125,4660.87451171875,0.0,1727918607004.907,0.0
25.0,22692.427734375,1403.1976318359375,382.2818298339844,1232.206787109375,21086.990234375,-474.7510070800781,1167.90087890625,4697.1513671875,0.0,1727918607008.716,0.0
26.0,22714.5546875,2138.79345703125,3238.02978515625,1223.556640625,21063.72265625,796.1466674804688,1345.39599609375,4680.52197265625,0.0,1727918607012.818,0.0
27.0,22623.494140625,-1850.5230712890625,-845.2311401367188,1237.4371337890625,21062.783203125,-3242.052978515625,-1803.9866943359375,4628.62109375,0.0,1727918607016.469,0.0
28.0,22598.548828125,-2743.69873046875,-3789.4248046875,1240.9239501953125,21086.052734375,-4717.7373046875,-2103.388427734375,4645.65283203125,0.0,1727918607020.587,0.0
29.0,22668.0859375,479.71307373046875,-950.9772338867188,1220.27099609375,21085.11328125,-1532.2789306640625,495.0687255859375,4688.70263671875,0.0,1727918607024.307,0.0
30.0,22721.328125,2507.59716796875,3078.30419921875,1202.568359375,21065.466796875,1028.828369140625,1719.8323974609375,4694.9384765625,0.0,1727918607028.477,0.0
31.0,22651.12109375,-755.51123046875,582.1063842773438,1210.2127685546875,21056.94921875,-2055.44384765625,-1021.519287109375,4644.37890625,0.0,1727918607032.099,0.0
0.0,22595.8671875,-3051.683349609375,-3599.45751953125,1220.807373046875,21078.072265625,-4892.34912109375,-2441.212646484375,4638.54541015625,0.0,1727918607036.011,0.0
1.0,22649.4453125,-547.7741088867188,-2172.522216796875,1215.9794921875,21088.599609375,-2616.830078125,-264.59991455078125,4683.87451171875,0.0,1727918607040.212,0.0
2.0,22716.767578125,2431.7578125,2394.3408203125,1198.8133544921875,21071.568359375,811.8375854492188,1774.68359375,4698.7607421875,0.0,1727918607043.931,0.0
3.0,22677.607421875,456.17669677734375,1912.5491943359375,1205.5859375,21055.541015625,-794.6044311523438,-95.48664093017578,4655.041015625,0.0,1727918607047.621,0.0
4.0,22590.435546875,-2994.485107421875,-2955.861328125,1218.125244140625,21069.958984375,-4626.810546875,-2507.664306640625,4629.0234375,0.0,1727918607051.811,0.0
5.0,22619.068359375,-1523.6959228515625,-3111.027099609375,1215.4429931640625,21085.11328125,-3558.687744140625,-1034.7962646484375,4668.31787109375,0.0,1727918607055.59,0.0
6.0,22696.25,1961.5665283203125,1339.2269287109375,1186.743408203125,21073.71484375,232.54751586914062,1521.013671875,4695.609375,0.0,1727918607059.342,0.0
7.0,22700.40625,1528.5909423828125,2885.855712890625,1182.5859375,21064.9296875,296.58526611328125,800.5053100585938,4682.26513671875,0.0,1727918607063.456,0.0
8.0,22613.435546875,-2504.98193359375,-1884.2518310546875,1206.189453125,21080.955078125,-3944.791748046875,-2235.688232421875,4648.13427734375,0.0,1727918607067.593,0.0
9.0,22612.69921875,-2297.11083984375,-3636.069580078125,1210.413818359375,21107.7109375,-4269.80859375,-1682.5496826171875,4674.822265625,0.0,1727918607071.263,0.0
10.0,22675.931640625,1209.2069091796875,83.68492126464844,1175.545166015625,21084.77734375,-654.1907958984375,1025.2744140625,4695.810546875,0.0,1727918607075.271,0.0
11.0,22704.4296875,2255.201416015625,3258.481689453125,1166.89501953125,21064.05859375,945.00927734375,1459.188720703125,4686.08740234375,0.0,1727918607078.899,0.0
12.0,22615.447265625,-1631.1854248046875,-541.873291015625,1183.79296875,21065.3984375,-2960.0859375,-1660.4215087890625,4635.25927734375,0.0,1727918607083.011,0.0
13.0,22582.9921875,-2840.7275390625,-3792.375244140625,1195.4605712890625,21085.11328125,-4759.982421875,-2215.4375,4645.31787109375,0.0,1727918607087.097,0.0
14.0,22649.646484375,245.2880096435547,-1225.0318603515625,1181.3118896484375,21080.419921875,-1712.9927978515625,338.2936096191406,4688.63525390625,0.0,1727918607090.78,0.0
15.0,22705.435546875,2514.436767578125,2975.97802734375,1171.7230224609375,21059.36328125,1076.9068603515625,1762.0772705078125,4690.31201171875,0.0,1727918607094.845,0.0
16.0,22644.146484375,-496.9462890625,906.9219360351562,1187.07861328125,21052.591796875,-1719.0277099609375,-821.6947021484375,4642.3671875,0.0,1727918607098.441,0.0
17.0,22580.4453125,-3070.861083984375,-3476.6123046875,1194.2535400390625,21069.490234375,-4822.544921875,-2483.859619140625,4627.95068359375,0.0,1727918607102.497,0.0
18.0,22627.78515625,-769.257568359375,-2376.7724609375,1177.2215576171875,21075.12109375,-2764.821044921875,-427.54412841796875,4668.18359375,0.0,1727918607106.747,0.0
19.0,22697.0546875,2350.956298828125,2192.906982421875,1152.947509765625,21053.26171875,765.70361328125,1739.2784423828125,4683.94140625,0.0,1727918607110.357,0.0
20.0,22664.53125,687.8524780273438,2168.36474609375,1152.4111328125,21034.552734375,-474.5498352050781,109.83645629882812,4645.45166015625,0.0,1727918607114.421,0.0
21.0,22574.677734375,-2943.79150390625,-2752.751220703125,1158.51318359375,21046.421875,-4468.42626953125,-2475.880126953125,4610.5830078125,0.0,1727918607118.027,0.0
22.0,22593.990234375,-1737.1326904296875,-3258.01220703125,1149.9300537109375,21060.638671875,-3697.827392578125,-1187.9503173828125,4642.90380859375,0.0,1727918607122.087,0.0
23.0,22672.51171875,1798.2869873046875,1049.6824951171875,1128.9417724609375,21050.37890625,51.4984130859375,1402.6612548828125,4677.83935546875,0.0,1727918607125.72,0.0
24.0,22682.234375,1711.115234375,2985.16455078125,1132.0933837890625,21036.765625,444.0397033691406,922.8810424804688,4663.556640625,0.0,1727918607129.826,0.0
25.0,22586.748046875,-2367.18359375,-1630.3807373046875,1146.3760986328125,21042.130859375,-3771.789306640625,-2164.408447265625,4618.29443359375,0.0,1727918607133.907,0.0
26.0,22576.48828125,-2465.687744140625,-3731.019775390625,1152.8804931640625,21064.4609375,-4417.06201171875,-1843.8846435546875,4640.48974609375,0.0,1727918607137.509,0.0
27.0,22647.1640625,995.233642578125,-220.5446319580078,1134.172119140625,21059.23046875,-871.85205078125,864.6100463867188,4677.3701171875,0.0,1727918607141.666,0.0
28.0,22693.232421875,2348.47509765625,3215.700439453125,1130.6851806640625,21052.255859375,989.1316528320312,1516.5880126953125,4679.1806640625,0.0,1727918607145.305,0.0
29.0,22614.576171875,-1420.36376953125,-247.2326202392578,1144.163330078125,21052.79296875,-2710.10400390625,-1520.7454833984375,4633.11376953125,0.0,1727918607149.357,0.0
30.0,22572.130859375,-2947.6806640625,-3773.73388671875,1142.8892822265625,21069.154296875,-4793.97900390625,-2305.89501953125,4633.44921875,0.0,1727918607153.421,0.0
31.0,22637.77734375,6.906688213348389,-1504.9874267578125,1129.1429443359375,21079.4140625,-1940.242919921875,160.99960327148438,4678.04052734375,0.0,1727918607157.116,0.0
0.0,22696.78515625,2502.7021484375,2823.22607421875,1111.8426513671875,21064.326171875,1027.1519775390625,1758.59033203125,4683.13671875,0.0,1727918607160.98,0.0
1.0,22638.984375,-255.0780792236328,1191.9736328125,1115.664794921875,21053.12890625,-1451.34326171875,-645.4065551757812,4635.72900390625,0.0,1727918607165.187,0.0
2.0,22567.369140625,-3094.732666015625,-3363.55712890625,1128.070068359375,21069.490234375,-4775.94140625,-2522.61767578125,4620.171875,0.0,1727918607168.84,0.0
3.0,22609.94921875,-1011.2598266601562,-2609.789306640625,1129.1429443359375,21083.705078125,-2984.695068359375,-619.5232543945312,4662.6181640625,0.0,1727918607173.021,0.0
4.0,22684.044921875,2212.017822265625,1959.89013671875,1110.3004150390625,21071.634765625,623.9488525390625,1661.293212890625,4681.9970703125,0.0,1727918607176.759,0.0
5.0,22667.21484375,893.3767700195312,2411.57421875,1113.183837890625,21058.357421875,-234.42506408691406,292.4278259277344,4649.34130859375,0.0,1727918607180.45,0.0
6.0,22568.509765625,-2801.1650390625,-2511.352294921875,1122.0350341796875,21062.44921875,-4318.5576171875,-2443.22412109375,4607.36474609375,0.0,1727918607184.548,0.0
7.0,22582.255859375,-1817.666015625,-3385.484130859375,1129.9476318359375,21082.498046875,-3861.71044921875,-1355.78955078125,4640.4228515625,0.0,1727918607188.659,0.0
8.0,22658.36328125,1628.302001953125,779.3828735351562,1115.664794921875,21073.244140625,-113.25627899169922,1292.3553466796875,4672.27392578125,0.0,1727918607192.264,0.0
9.0,22667.548828125,1785.0101318359375,3063.954345703125,1110.367431640625,21044.208984375,603.5640869140625,1057.259765625,4643.9765625,0.0,1727918607196.403,0.0
10.0,22585.072265625,-2149.723388671875,-1347.944091796875,1132.0933837890625,21047.830078125,-3530.591796875,-2050.012451171875,4603.408203125,0.0,1727918607199.973,0.0
11.0,22571.52734375,-2451.069580078125,-3775.678466796875,1141.749267578125,21069.490234375,-4476.20458984375,-1956.4031982421875,4623.8603515625,0.0,1727918607204.021,0.0
12.0,22640.2578125,808.5518798828125,-533.4913940429688,1123.577392578125,21062.58203125,-1072.0118408203125,710.9194946289062,4659.3994140625,0.0,1727918607208.175,0.0
13.0,22680.15625,2280.34716796875,3149.248779296875,1110.769775390625,21039.248046875,1063.0264892578125,1584.1126708984375,4655.1748046875,0.0,1727918607211.804,0.0
14.0,22609.2109375,-1209.6092529296875,75.9065170288086,1126.72900390625,21038.2421875,-2379.320556640625,-1337.0811767578125,4609.64453125,0.0,1727918607215.914,0.0
15.0,22566.630859375,-2845.5556640625,-3709.2939453125,1141.0787353515625,21064.662109375,-4758.84228515625,-2371.87744140625,4613.66796875,0.0,1727918607219.597,0.0
