0,1,2,3,4,5,6,7,8,9,10,11
6.0,31774.251953125,-191.04034423828125,38245.1484375,18340.9453125,22410.056640625,32009.482421875,15630.1708984375,53115.78515625,0.0,1729392969994.795,0.0
7.0,31788.669921875,-92.80443572998047,38246.15625,18341.68359375,22411.130859375,32009.68359375,15634.328125,53170.3671875,0.0,1729392969998.903,0.0
8.0,31803.154296875,112.3175048828125,38247.2265625,18340.07421875,22411.935546875,32018.9375,15639.8935546875,53225.01953125,0.0,1729392970002.513,0.0
9.0,31790.94921875,48.81620407104492,38242.66796875,18337.79296875,22411.46484375,32013.3046875,15638.552734375,53175.6640625,0.0,1729392970006.571,0.0
10.0,31779.416015625,-166.76634216308594,38241.66015625,18336.18359375,22411.263671875,31998.484375,15637.0771484375,53114.64453125,0.0,1729392970010.624,0.0
11.0,31791.28515625,-134.9151153564453,38235.76171875,18337.591796875,22413.07421875,32001.033203125,15643.447265625,53151.59375,0.0,1729392970014.237,0.0
12.0,31805.43359375,87.37295532226562,38228.921875,18335.111328125,22412.806640625,31989.90234375,15645.861328125,53218.91796875,0.0,1729392970018.291,0.0
13.0,31795.30859375,121.77229309082031,38233.078125,18336.384765625,22414.416015625,31983.197265625,15644.453125,53200.33984375,0.0,1729392970021.894,0.0
14.0,31786.92578125,-111.11051177978516,38229.66015625,18335.177734375,22413.947265625,31984.404296875,15642.3076171875,53127.921875,0.0,1729392970025.931,0.0
15.0,31793.095703125,-180.11033630371094,38229.390625,18332.763671875,22411.0625,31989.232421875,15641.234375,53137.375,0.0,1729392970029.985,0.0
16.0,31805.568359375,1.7434358596801758,38226.23828125,18331.22265625,22408.91796875,31969.517578125,15642.9111328125,53200.54296875,0.0,1729392970033.597,0.0
17.0,31800.873046875,136.12210083007812,38225.76953125,18333.837890625,22409.923828125,31963.6171875,15646.8671875,53213.953125,0.0,1729392970037.683,0.0
18.0,31784.109375,-64.44007110595703,38224.36328125,18332.294921875,22409.587890625,31979.77734375,15651.091796875,53144.015625,0.0,1729392970041.863,0.0
19.0,31783.439453125,-206.3289337158203,38221.14453125,18326.39453125,22405.23046875,31976.759765625,15651.8291015625,53129.734375,0.0,1729392970045.624,0.0
20.0,31797.38671875,-68.86571502685547,38221.0078125,18325.9921875,22404.693359375,31969.583984375,15655.1826171875,53200.609375,0.0,1729392970049.273,0.0
21.0,31802.751953125,118.2183609008789,38220.7421875,18326.796875,22406.5703125,31971.462890625,15659.138671875,53243.45703125,0.0,1729392970053.333,0.0
22.0,31782.232421875,-36.47804260253906,38216.71875,18324.046875,22406.033203125,31957.447265625,15654.109375,53171.9765625,0.0,1729392970057.4,0.0
23.0,31775.056640625,-227.3172149658203,38213.96875,18319.017578125,22401.2734375,31945.376953125,15648.275390625,53127.453125,0.0,1729392970061.012,0.0
24.0,31793.162109375,-140.41363525390625,38212.4921875,18317.4765625,22402.546875,31941.755859375,15649.3486328125,53184.71875,0.0,1729392970065.131,0.0
25.0,31795.978515625,58.94154357910156,38208.06640625,18314.123046875,22399.59765625,31936.056640625,15643.1123046875,53236.21484375,0.0,1729392970068.774,0.0
26.0,31778.677734375,-6.16908073425293,38202.3671875,18317.744140625,22403.6875,31931.498046875,15641.9052734375,53193.76953125,0.0,1729392970072.967,0.0
27.0,31775.392578125,-229.7982635498047,38199.88671875,18313.921875,22400.736328125,31914.197265625,15631.51171875,53123.69921875,0.0,1729392970076.813,0.0
28.0,31771.369140625,-217.5271453857422,38203.77734375,18307.685546875,22397.65234375,31907.9609375,15627.82421875,53149.78125,0.0,1729392970080.88,0.0
29.0,31784.9140625,13.008713722229004,38205.921875,18309.16015625,22403.6875,31915.671875,15634.6630859375,53224.14453125,0.0,1729392970084.585,0.0
