512,0,1
1025,0,1
1538,0,1
2051,0,1
2564,0,1
3076,0,1
3589,0,1
4102,0,1
4615,0,1
5127,0,1
5640,0,1
6152,0,1
6665,0,1
7178,0,1
7690,0,1
8203,0,1
8715,0,1
9228,0,1
9741,0,1
10253,0,1
10766,0,1
11281,0,1
11794,0,1
12309,0,1
12821,0,1
13334,0,1
13847,0,1
14359,0,1
14872,0,1
15384,0,1
15897,0,1
16409,0,1
16922,0,1
17434,0,1
17947,0,1
18460,0,1
18972,0,1
19485,0,1
19998,0,1
20511,0,1
21024,0,1
21536,0,1
22049,0,1
22561,0,1
23074,0,1
23586,0,1
24099,0,1
24612,0,1
25125,0,1
25638,0,1
26150,0,1
26663,0,1
27175,0,1
27688,0,1
28201,0,1
28713,0,1
29226,0,1
29738,0,1
30251,0,1
30764,0,1
