257,0,1
514,0,1
770,0,1
1027,0,1
1283,0,1
1539,0,1
1795,0,1
2052,0,1
2308,0,1
2564,0,1
2821,0,1
3077,0,1
3333,0,1
3589,0,1
3846,0,1
4102,0,1
4358,0,1
4615,0,1
4871,0,1
5127,0,1
