512,0,1
1024,0,1
1536,0,1
2049,0,1
2561,0,1
3073,0,1
3586,0,1
4098,0,1
4610,0,1
5123,0,1
5635,0,1
6147,0,1
6659,0,1
7172,0,1
7684,0,1
8196,0,1
8709,0,1
9221,0,1
9733,0,1
10246,0,1
