512,0,1
1025,0,1
1538,0,1
2051,0,1
2564,0,1
3077,0,1
3589,0,1
4103,0,1
4615,0,1
5128,0,1
5641,0,1
6153,0,1
6666,0,1
7178,0,1
7691,0,1
8204,0,1
8716,0,1
9230,0,1
9743,0,1
10256,0,1
10769,0,1
11281,0,1
11794,0,1
12306,0,1
12819,0,1
13331,0,1
13844,0,1
14356,0,1
14869,0,1
15384,0,1
15896,0,1
16409,0,1
16921,0,1
17434,0,1
17947,0,1
18459,0,1
18972,0,1
19491,0,1
20004,0,1
20516,0,1
21029,0,1
21541,0,1
22057,0,1
22570,0,1
23085,0,1
23598,0,1
24111,0,1
24624,0,1
25136,0,1
25648,0,1
26161,0,1
26673,0,1
27185,0,1
27698,0,1
28210,0,1
28724,0,1
29236,0,1
29751,0,1
30265,0,1
30777,0,1
